Name,Position,Salary,Team,Kickoff
Patrick Scales,TE,4000.00,CHI,Sun 4:25PM
Zach Davidson,TE,4100.00,BUF,Sun 4:25PM
Bernhard Seikovits,TE,4000.00,ARI,Sun 4:05PM
Shane Zylstra,TE,4300.00,DET,Thu 8:15PM
E.J. Jenkins,TE,4000.00,PHI,Sun 1:00PM
Brock Bowers,TE,8000.00,LV,Sun 1:00PM
Izaiah Gathings,TE,4000.00,KC,Sun 8:20PM
Lincoln Sefcik,TE,4000.00,NYJ,Sun 1:00PM
Ja'Tavion Sanders,TE,4500.00,CAR,Sun 1:00PM
Zach Heins,TE,4000.00,LAC,Sun 8:20PM
Tucker Kraft,TE,5300.00,GB,Thu 8:15PM
Tanner McLachlan,TE,4000.00,CIN,Mon 8:15PM
Nikola Kalinic,TE,4000.00,LAR,Sun 4:25PM
Tanner Conner,TE,4000.00,MIA,Sun 1:00PM
Steven Stilianos,TE,4000.00,TEN,Sun 1:00PM
Chris Manhertz,TE,4100.00,NYG,Sun 1:00PM
Patrick Murtagh,TE,4000.00,JAC,Sun 1:00PM
Julian Hill,TE,4200.00,MIA,Sun 1:00PM
Tanner Taula,TE,4000.00,TB,Sun 1:00PM
Shawn Bowman,TE,4000.00,JAC,Sun 1:00PM
Mason Pline,TE,4000.00,SF,Sun 4:25PM
Kevin Foelsch,TE,4000.00,PHI,Sun 1:00PM
Cam Grandy,TE,4000.00,CIN,Mon 8:15PM
Devon Garrison,TE,4000.00,SEA,Sun 4:05PM
Andrew DePaola,TE,4000.00,MIN,Sun 1:00PM
Logan Thomas,TE,4000.00,SF,Sun 4:25PM
Nick Vannett,TE,4200.00,TEN,Sun 1:00PM
Pharaoh Brown,TE,4100.00,SEA,Sun 4:05PM
C.J. Uzomah,TE,4000.00,PHI,Sun 1:00PM
Eric Tomlinson,TE,4000.00,LAC,Sun 8:20PM
Travis Kelce,TE,6800.00,KC,Sun 8:20PM
Geoff Swaim,TE,4000.00,CLE,Sun 1:00PM
George Kittle,TE,7500.00,SF,Sun 4:25PM
Johnny Mundt,TE,4700.00,MIN,Sun 1:00PM
Evan Engram,TE,5900.00,JAC,Sun 1:00PM
Durham Smythe,TE,4100.00,MIA,Sun 1:00PM
James Winchester,TE,4000.00,KC,Sun 8:20PM
Taysom Hill,TE,6500.00,NO,Sun 1:00PM
David Wells,TE,4000.00,TB,Sun 1:00PM
Tyler Higbee,TE,4000.00,LAR,Sun 4:25PM
Jonnu Smith,TE,7000.00,MIA,Sun 1:00PM
Jacob Hollister,TE,4000.00,CAR,Sun 1:00PM
Matt Sokol,TE,4000.00,PIT,Sun 1:00PM
David Njoku,TE,6200.00,CLE,Sun 1:00PM
Tommy Sweeney,TE,4000.00,CHI,Sun 4:25PM
Mike Gesicki,TE,5400.00,CIN,Mon 8:15PM
Will Dissly,TE,5100.00,LAC,Sun 8:20PM
Drew Sample,TE,4200.00,CIN,Mon 8:15PM
Gerald Everett,TE,4100.00,CHI,Sun 4:25PM
Jordan Akins,TE,4900.00,CLE,Sun 1:00PM
Parker Hesse,TE,4000.00,DET,Thu 8:15PM
Sammis Reyes,TE,4000.00,MIN,Sun 1:00PM
Tyler Conklin,TE,4900.00,NYJ,Sun 1:00PM
Foster Moreau,TE,4800.00,NO,Sun 1:00PM
Tommy Hudson,TE,4000.00,NO,Sun 1:00PM
Josiah Deguara,TE,4000.00,JAC,Sun 1:00PM
Tyler Davis,TE,4000.00,GB,Thu 8:15PM
MyCole Pruitt,TE,4200.00,PIT,Sun 1:00PM
Lawrence Cager,TE,4000.00,NYG,Sun 1:00PM
Tyler Mabry,TE,4000.00,SEA,Sun 4:05PM
Tyree Jackson,TE,4000.00,NYG,Sun 1:00PM
Josh Oliver,TE,4400.00,MIN,Sun 1:00PM
Hayden Hurst,TE,4000.00,LAC,Sun 8:20PM
Zach Gentry,TE,4000.00,LV,Sun 1:00PM
Dawson Knox,TE,5000.00,BUF,Sun 4:25PM
Juwan Johnson,TE,5400.00,NO,Sun 1:00PM
Giovanni Ricci,TE,4000.00,CLE,Sun 1:00PM
Jacob Harris,TE,4000.00,PHI,Sun 1:00PM
Michael Jacobson,TE,4000.00,NO,Sun 1:00PM
Marcedes Lewis,TE,4100.00,CHI,Sun 4:25PM
Ko Kieft,TE,4100.00,TB,Sun 1:00PM
Josh Pederson,TE,4000.00,JAC,Sun 1:00PM
Feleipe Franks,TE,4100.00,CAR,Sun 1:00PM
Jack Stoll,TE,4000.00,MIA,Sun 1:00PM
Miller Forristall,TE,4000.00,LAR,Sun 4:25PM
Stephen Sullivan,TE,4400.00,CAR,Sun 1:00PM
Cole Fotheringham,TE,4000.00,LV,Sun 1:00PM
Harrison Bryant,TE,4000.00,LV,Sun 1:00PM
Trevon Wesco,TE,4000.00,LV,Sun 1:00PM
Albert Okwuegbunam Jr.,TE,4000.00,PHI,Sun 1:00PM
Charlie Woerner,TE,4100.00,ATL,Sun 1:00PM
Jordan Thomas,TE,4000.00,ATL,Sun 1:00PM
Noah Fant,TE,5000.00,SEA,Sun 4:05PM
T.J. Hockenson,TE,6300.00,MIN,Sun 1:00PM
Ian Thomas,TE,4000.00,CAR,Sun 1:00PM
Kenny Yeboah,TE,4200.00,NYJ,Sun 1:00PM
Armani Rogers,TE,4000.00,ATL,Sun 1:00PM
Luke Farrell,TE,4100.00,JAC,Sun 1:00PM
Eric Saubert,TE,4200.00,SF,Sun 4:25PM
Anthony Firkser,TE,4000.00,KC,Sun 8:20PM
Robert Tonyan,TE,4000.00,MIN,Sun 1:00PM
Dallas Goedert,TE,6000.00,PHI,Sun 1:00PM
Tanner Hudson,TE,4600.00,CIN,Mon 8:15PM
Ross Dwelley,TE,4100.00,ATL,Sun 1:00PM
Kevin Rader,TE,4000.00,NO,Sun 1:00PM
Curtis Hodges,TE,4000.00,CAR,Sun 1:00PM
Brevyn Spann-Ford,TE,4300.00,DAL,Mon 8:15PM
James Mitchell,TE,4000.00,DET,Thu 8:15PM
Kyle Pitts,TE,5300.00,ATL,Sun 1:00PM
Zack Kuntz,TE,4000.00,NYJ,Sun 1:00PM
Pat Freiermuth,TE,5500.00,PIT,Sun 1:00PM
Josh Whyle,TE,4100.00,TEN,Sun 1:00PM
Brayden Willis,TE,4000.00,SF,Sun 4:25PM
Grant Calcaterra,TE,4300.00,PHI,Sun 1:00PM
Thomas Odukoya,TE,4000.00,TEN,Sun 1:00PM
Devin Culp,TE,4000.00,TB,Sun 1:00PM
Cade Otton,TE,5600.00,TB,Sun 1:00PM
Brenden Bates,TE,4000.00,NYJ,Sun 1:00PM
Princeton Fant,TE,4100.00,DAL,Mon 8:15PM
Blake Whiteheart,TE,4000.00,CLE,Sun 1:00PM
Sal Cannella,TE,4000.00,TB,Sun 1:00PM
John Samuel Shenker,TE,4000.00,LV,Sun 1:00PM
Jeremy Ruckert,TE,4200.00,NYJ,Sun 1:00PM
Brady Russell,TE,4000.00,SEA,Sun 4:05PM
Chig Okonkwo,TE,5100.00,TEN,Sun 1:00PM
Peyton Hendershot,TE,4000.00,KC,Sun 8:20PM
Ben Sims,TE,4200.00,GB,Thu 8:15PM
Tre' McKitty,TE,4000.00,BUF,Sun 4:25PM
Tucker Fisk,TE,4100.00,LAC,Sun 8:20PM
Colby Parkinson,TE,4800.00,LAR,Sun 4:25PM
Jake Ferguson,TE,5500.00,DAL,Mon 8:15PM
Gerrit Prince,TE,4000.00,KC,Sun 8:20PM
Quintin Morris,TE,4300.00,BUF,Sun 4:25PM
Daniel Bellinger,TE,4600.00,NYG,Sun 1:00PM
Dallin Holker,TE,4000.00,NO,Sun 1:00PM
Joel Wilson,TE,4000.00,CHI,Sun 4:25PM
Cameron Latu,TE,4000.00,CLE,Sun 1:00PM
Griffin Hebert,TE,4000.00,PHI,Sun 1:00PM
Brock Wright,TE,4400.00,DET,Thu 8:15PM
Cole Kmet,TE,5200.00,CHI,Sun 4:25PM
Tommy Tremble,TE,4900.00,CAR,Sun 1:00PM
Geor'Quarius Spivey,TE,4000.00,KC,Sun 8:20PM
Luke Schoonmaker,TE,4900.00,DAL,Mon 8:15PM
McCallan Castles,TE,4000.00,LAC,Sun 8:20PM
Jake Tonges,TE,4100.00,SF,Sun 4:25PM
John FitzPatrick,TE,4000.00,GB,Thu 8:15PM
Trey McBride,TE,7200.00,ARI,Sun 4:05PM
Michael Ezeike,TE,4000.00,SEA,Sun 4:05PM
Greg Dulcich,TE,4400.00,NYG,Sun 1:00PM
Johnny Lumpkin,TE,4000.00,GB,Thu 8:15PM
David Martin-Robinson,TE,4000.00,TEN,Sun 1:00PM
Travis Vokolek,TE,4000.00,ARI,Sun 4:05PM
Connor Heyward,TE,4100.00,PIT,Sun 1:00PM
Hunter Long,TE,4200.00,LAR,Sun 4:25PM
Noah Gray,TE,5200.00,KC,Sun 8:20PM
Payne Durham,TE,4000.00,TB,Sun 1:00PM
Alec Holler,TE,4000.00,DAL,Mon 8:15PM
Messiah Swinson,TE,4000.00,GB,Thu 8:15PM
Ryan Miller,TE,4200.00,TB,Sun 1:00PM
Nick Muse,TE,4000.00,MIN,Sun 1:00PM
Atlanta Falcons,DF,3200.00,ATL,Sun 1:00PM
Buffalo Bills,DF,4300.00,BUF,Sun 4:25PM
Chicago Bears,DF,3600.00,CHI,Sun 4:25PM
Cincinnati Bengals,DF,4600.00,CIN,Mon 8:15PM
Cleveland Browns,DF,3800.00,CLE,Sun 1:00PM
Dallas Cowboys,DF,3500.00,DAL,Mon 8:15PM
Detroit Lions,DF,4300.00,DET,Thu 8:15PM
Green Bay Packers,DF,3800.00,GB,Thu 8:15PM
Tennessee Titans,DF,4000.00,TEN,Sun 1:00PM
Kansas City Chiefs,DF,3900.00,KC,Sun 8:20PM
Las Vegas Raiders,DF,3100.00,LV,Sun 1:00PM
Los Angeles Rams,DF,3400.00,LAR,Sun 4:25PM
Miami Dolphins,DF,4500.00,MIA,Sun 1:00PM
Minnesota Vikings,DF,4700.00,MIN,Sun 1:00PM
New Orleans Saints,DF,4400.00,NO,Sun 1:00PM
New York Giants,DF,3300.00,NYG,Sun 1:00PM
New York Jets,DF,4100.00,NYJ,Sun 1:00PM
Philadelphia Eagles,DF,4800.00,PHI,Sun 1:00PM
Arizona Cardinals,DF,3700.00,ARI,Sun 4:05PM
Pittsburgh Steelers,DF,5000.00,PIT,Sun 1:00PM
Los Angeles Chargers,DF,4000.00,LAC,Sun 8:20PM
San Francisco 49ers,DF,4600.00,SF,Sun 4:25PM
Seattle Seahawks,DF,4200.00,SEA,Sun 4:05PM
Tampa Bay Buccaneers,DF,4900.00,TB,Sun 1:00PM
Carolina Panthers,DF,3000.00,CAR,Sun 1:00PM
Jacksonville Jaguars,DF,3500.00,JAC,Sun 1:00PM
